Date,Time,Time Zone,Category,Item,Qty,Price Point Name,SKU,Modifiers Applied,Gross Sales,Discounts,Net Sales,Tax,Transaction ID,Payment ID,Device Name,Notes,Event Type,Location,Dining Option,Customer ID,Customer Reference ID,Unit,Count,Itemization Type,Fulfillment Note,Token
6/30/2024,10:50:13,Arizona,None,Custom Amount,1,,,,$5.00 ,$0.00 ,$5.00 ,$0.00 ,pkGEM6l1uxg3p6iCUtfCIA2cSjFZY,NELE3wSQOHXLoSYgpd22J7N10BDZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,1,,,
6/30/2024,10:47:15,Arizona,None,pink elixir,1,Regular,,Large,$6.00 ,($1.00),$5.00 ,$0.48 ,LxevJT0KpF0ceTCd4JFl2FFHdPVZY,Lr3y8goV4ow3Yc2xcrowaizyq45YY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,TAVQ8VZWC5ZZB1MTKPYAFPQ768,,ea,1,Physical Item,,LSGRIIFUTAUKRO3DHGTF7OQQ
6/30/2024,10:41:58,Arizona,None,green tea peach lemonade,1,Regular,,Large,$5.50 ,$0.00 ,$5.50 ,$0.52 ,Naa1u590IKObkeClWN5PXNI0fjXZY,37kCwGh3kkZuhAHVRPwhJVebiW9YY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,5D6W5PJNWBXMHSG1FTWPJN58DG,,ea,1,Physical Item,,FDCIVFQP5RQIHINBBRFI5FO5
6/30/2024,10:41:58,Arizona,None,Matcha Monk,1,Regular,,"Large, Iced",$6.00 ,$0.00 ,$6.00 ,$0.57 ,Naa1u590IKObkeClWN5PXNI0fjXZY,37kCwGh3kkZuhAHVRPwhJVebiW9YY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,5D6W5PJNWBXMHSG1FTWPJN58DG,,ea,1,Physical Item,,CWT4TOXSPOTORMC2XRE54AXR
6/30/2024,10:36:57,Arizona,Beverage,Green Tea,1,Regular,,"Small, Iced",$4.00 ,$0.00 ,$4.00 ,$0.38 ,fqObyOClK9TTVS7me4ZJLS7eV,vtrUkb006620682sbukhomeQuaB,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,1,Physical Item,,EYA7GFCR5BMQR6CKUDIAORYK
6/30/2024,10:36:57,Arizona,None,Latte2,1,Regular,,"Small, Iced",$4.50 ,$0.00 ,$4.50 ,$0.43 ,fqObyOClK9TTVS7me4ZJLS7eV,vtrUkb006620682sbukhomeQuaB,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,1,Physical Item,,JVLCG2CV3MAE3X4HPZ6LOND6
6/30/2024,9:54:14,Arizona,None,Americano,2,Regular,,"Large, Iced, Add Shot, Cold Foam",$13.00 ,$0.00 ,$13.00 ,$1.24 ,XZpSWalPIiDx4wrwDvzJI2GhwhYZY,50Ct77XPVq28VMqFhPB0BlGBp8GZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,2,Physical Item,,PCITWDQ7OJ2UVHM3FMAGZ2JG
6/30/2024,9:51:24,Arizona,Beverage,Cold Brew,1,Regular,,"Large, Heavy Whipping Cream, Hazelnut",$6.50 ,$0.00 ,$6.50 ,$0.62 ,TlAuiXnXsWK2CCliPeNL8rmGnHOZY,1IpLZmHwZ3vAIubU4z4DqE0uuEdZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,DWG1N478M7BNGQJCXHVHXF29VR,,ea,1,Physical Item,,TXCJ6YUWPBESEYC77LPODDPZ
6/30/2024,9:51:24,Arizona,Beverage,Cold Brew,1,Regular,,"Large, Oat Milk, Brown Sugar Cinnamon",$6.00 ,$0.00 ,$6.00 ,$0.57 ,TlAuiXnXsWK2CCliPeNL8rmGnHOZY,1IpLZmHwZ3vAIubU4z4DqE0uuEdZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,DWG1N478M7BNGQJCXHVHXF29VR,,ea,1,Physical Item,,TXCJ6YUWPBESEYC77LPODDPZ
6/30/2024,9:48:57,Arizona,None,Latte2,1,Regular,,"Small, Iced",$4.50 ,$0.00 ,$4.50 ,$0.43 ,Lj1iPxiFtUYT4pZw0G1SF6wFPN7YY,PrMd4MnP9jI9Q2e6x5Ty4NZqvzJZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,1,Physical Item,,JVLCG2CV3MAE3X4HPZ6LOND6
6/30/2024,9:48:57,Arizona,None,Custom Amount,1,,,,$2.00 ,$0.00 ,$2.00 ,$0.00 ,Lj1iPxiFtUYT4pZw0G1SF6wFPN7YY,PrMd4MnP9jI9Q2e6x5Ty4NZqvzJZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,1,,,
6/30/2024,9:32:44,Arizona,Beverage,Frapp,1,Regular,,Small,$5.00 ,$0.00 ,$5.00 ,$0.48 ,JYMUA767kKYDALYh1ZNOz1E87DNZY,rXVmgPAKNNDyzQQvSCa80TOU2ibZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,1,Physical Item,,DF4XTOX5LRFIBOLGNCC7SUHB
6/30/2024,9:27:08,Arizona,None,Matcha Monk,1,Regular,,"Small, Iced",$5.00 ,$0.00 ,$5.00 ,$0.48 ,lG6zFd2mwgyluqJdHPqnq8yE9mOZY,9qUB77wSLi5oBHrjEv2PgxhV8PXZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,VDR0E2BB7VVPT3GVY0T7EZYNBW,,ea,1,Physical Item,,CWT4TOXSPOTORMC2XRE54AXR
6/30/2024,9:27:08,Arizona,None,Americano,1,Regular,,"Large, Iced, Cold Foam",$6.00 ,$0.00 ,$6.00 ,$0.57 ,lG6zFd2mwgyluqJdHPqnq8yE9mOZY,9qUB77wSLi5oBHrjEv2PgxhV8PXZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,VDR0E2BB7VVPT3GVY0T7EZYNBW,,ea,1,Physical Item,,PCITWDQ7OJ2UVHM3FMAGZ2JG
6/30/2024,9:27:08,Arizona,Beverage,Cold Brew,1,Regular,,Small,$4.50 ,$0.00 ,$4.50 ,$0.43 ,lG6zFd2mwgyluqJdHPqnq8yE9mOZY,9qUB77wSLi5oBHrjEv2PgxhV8PXZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,VDR0E2BB7VVPT3GVY0T7EZYNBW,,ea,1,Physical Item,,TXCJ6YUWPBESEYC77LPODDPZ
6/30/2024,9:27:08,Arizona,Coffee & Tea,Shaken Espresso,1,Regular,,"Small, White Chocolate, Cold Foam",$5.50 ,$0.00 ,$5.50 ,$0.52 ,lG6zFd2mwgyluqJdHPqnq8yE9mOZY,9qUB77wSLi5oBHrjEv2PgxhV8PXZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,VDR0E2BB7VVPT3GVY0T7EZYNBW,,ea,1,Physical Item,,BHRIOWQJTWZGACYOVTOGGBVN
6/30/2024,9:17:24,Arizona,Beverage,Elixir,1,Regular,,Large,$5.50 ,($1.00),$4.50 ,$0.43 ,Z82YmQA6RdInZo8jKWftmreQTSIZY,HZLWhNiBN1N8o1kMjhDJJt4yPLaZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,TAVQ8VZWC5ZZB1MTKPYAFPQ768,,ea,1,Physical Item,,S6RWGRFNIR3MGYDZ46TW6LI2
6/30/2024,9:14:10,Arizona,Beverage,Frapp,1,Regular,,"Small, White Chocolate",$5.00 ,$0.00 ,$5.00 ,$0.48 ,T0yVQcvEroJ7kKaszSymWUjeV,Bez2sF0Xh7KzKoS7qz6Dqqq5uaB,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,7ZGPZT39ZFKXWRQ002VDVNG9TC,,ea,1,Physical Item,,DF4XTOX5LRFIBOLGNCC7SUHB
6/30/2024,8:52:38,Arizona,None,Latte2,1,Regular,,"Large, Hot, Almond Milk",$6.00 ,$0.00 ,$6.00 ,$0.57 ,TReWktMZmleuxzXV5cS4kwNu4cTZY,nT0K6Vt17GVkaTH9SECndJ1gW8MZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,1,Physical Item,,JVLCG2CV3MAE3X4HPZ6LOND6
6/30/2024,8:52:38,Arizona,None,Latte2,1,Regular,,"Large, Hot",$5.50 ,$0.00 ,$5.50 ,$0.52 ,TReWktMZmleuxzXV5cS4kwNu4cTZY,nT0K6Vt17GVkaTH9SECndJ1gW8MZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,1,Physical Item,,JVLCG2CV3MAE3X4HPZ6LOND6
6/30/2024,8:45:03,Arizona,None,Americano,1,Regular,,"Small, Iced, Add Shot, Cold Foam",$5.50 ,$0.00 ,$5.50 ,$0.52 ,PrUuSLUawoAkGt0GPQCe3QKmulYZY,PxpiGl7m0EYpECXU2fSow7wbK4TZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,4BFWAGM1EPAQ9J8SP66YT0Z96W,,ea,1,Physical Item,,PCITWDQ7OJ2UVHM3FMAGZ2JG
6/30/2024,8:45:03,Arizona,None,Matcha Monk,1,Regular,,"Small, Iced, Oat Milk, Cold Foam",$6.00 ,$0.00 ,$6.00 ,$0.57 ,PrUuSLUawoAkGt0GPQCe3QKmulYZY,PxpiGl7m0EYpECXU2fSow7wbK4TZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,4BFWAGM1EPAQ9J8SP66YT0Z96W,,ea,1,Physical Item,,CWT4TOXSPOTORMC2XRE54AXR
6/30/2024,8:40:24,Arizona,None,Chai Tea,1,Regular,,"Large, Iced",$5.50 ,$0.00 ,$5.50 ,$0.52 ,LH72iqpOdNaFWav0VJp3nWrxgaUZY,HzYoefAHMXCSfrxwvAiGc5I675MZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,1,Physical Item,,LUVMKNA7JZLYTRIML5SAZU4E
6/30/2024,8:35:08,Arizona,Coffee & Tea,Shaken Espresso,1,Regular,,"Small, White Chocolate",$5.00 ,$0.00 ,$5.00 ,$0.48 ,xYcDWVCJD9c7Zvx7Y8h2na3ZYsEZY,B2RjWfpG70CNuWx9IuTduz7G3SAZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,B9E9AKM600GM7B1GWJS1Y0993R,,ea,1,Physical Item,,BHRIOWQJTWZGACYOVTOGGBVN
6/30/2024,8:21:23,Arizona,None,Latte2,1,Regular,,"Large, Iced",$5.50 ,$0.00 ,$5.50 ,$0.52 ,TDHaESGNVZ6KCQhcoI0dSjW11eSZY,3XeijJP63W7YMTpOH7GZKi9jtPeZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,PPEKZP3Y19V0XQSABG428GAQBC,,ea,1,Physical Item,,JVLCG2CV3MAE3X4HPZ6LOND6
6/30/2024,8:21:23,Arizona,None,Latte2,1,Regular,,"Small, Iced, Caramel",$4.50 ,$0.00 ,$4.50 ,$0.43 ,TDHaESGNVZ6KCQhcoI0dSjW11eSZY,3XeijJP63W7YMTpOH7GZKi9jtPeZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,PPEKZP3Y19V0XQSABG428GAQBC,,ea,1,Physical Item,,JVLCG2CV3MAE3X4HPZ6LOND6
6/30/2024,8:20:36,Arizona,None,Latte2,1,Regular,,"Large, Iced, Oat Milk, Hazelnut, Irish Cream",$6.00 ,$0.00 ,$6.00 ,$0.57 ,lm6JcZ4puJ0sbWMBS4aLGk3o0n5YY,Rc8TLX0UXKJduR1YrTjmb4d41lSZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,1,Physical Item,,JVLCG2CV3MAE3X4HPZ6LOND6
6/30/2024,8:20:36,Arizona,None,Matcha Latte,1,Regular,,"Large, Iced, Oat Milk",$6.00 ,$0.00 ,$6.00 ,$0.57 ,lm6JcZ4puJ0sbWMBS4aLGk3o0n5YY,Rc8TLX0UXKJduR1YrTjmb4d41lSZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,1,Physical Item,,GRUMSY5AQAJREUZQMJ4RXFL2
6/30/2024,8:17:14,Arizona,None,caramel cold brew,1,Regular,,Large,$6.00 ,$0.00 ,$6.00 ,$0.57 ,P3Ci5NxN3OPp86RfhXFrzV6PSIVZY,jPZNGBQsccw2zZiWursyYBS6gWSZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,H97JM821FAS49SP4KPG97ZB2GR,,ea,1,Physical Item,,MI22GVF4CT7MBTYYEIOZOY3Q
6/30/2024,8:17:14,Arizona,None,pink elixir,1,Regular,,Large,$6.00 ,$0.00 ,$6.00 ,$0.57 ,P3Ci5NxN3OPp86RfhXFrzV6PSIVZY,jPZNGBQsccw2zZiWursyYBS6gWSZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,H97JM821FAS49SP4KPG97ZB2GR,,ea,1,Physical Item,,LSGRIIFUTAUKRO3DHGTF7OQQ
6/30/2024,8:15:20,Arizona,None,Latte2,1,Regular,,"Large, Iced",$5.50 ,$0.00 ,$5.50 ,$0.52 ,XL26vdOtxY2XgBA5KwbO2ijGU2GZY,pulwotNrKVFUNJdp3LGW0uuA7mZZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,,,ea,1,Physical Item,,JVLCG2CV3MAE3X4HPZ6LOND6
6/16/2024,11:14:45,Arizona,None,Custom Amount,1,,,,$4.00 ,$0.00 ,$4.00 ,$0.00 ,H5ZgDhHe06PBtogku4iingwQlZLZY,zvL4i3zWomfAsJtiBzNQYd5Yj6DZY,Goth Girl iPad,,Payment,"A Lovely Mess Company, LLC",For Here,FXPPBMVS90DPT8T33JHS64Z5A8,,ea,1,,,
